date,keywords,headline,source,doc_type,web_url,news_desk,section,snippet,lead_paragraph
1997-08-25T00:00:00Z,"LOTEM, YUVAL; ISRAEL; PALESTINIANS; BIOGRAPHICAL INFORMATION",Lonely Israeli Fights Israel's Treatment of Arabs,The New York Times,article,http://www.nytimes.com/1997/08/25/world/lonely-israeli-fights-israel-s-treatment-of-arabs.html,Foreign Desk,World,"Yuval Lotem, a lieutenant in the Israeli Army reserve, vividly remembers the scene when he reported to the Megiddo jail: two young Palestinian prisoners taking out the garbage, ringed by military police officers and a platoon of reservists carrying...","Yuval Lotem, a lieutenant in the Israeli Army reserve, vividly remembers the scene when he reported to the Megiddo jail: two young Palestinian prisoners taking out the garbage, ringed by military police officers and a platoon of reservists carrying tear-gas canisters, helmets and clubs. ''When I saw that, I sensed how right I was when I refused to be a part of it,'' Mr. Lotem said of his refusal to serve at the military prison to protest the detention of Palestinians there without trial. ''If they've done something wrong, why aren't they being tried?''"
1997-08-27T00:00:00Z,"ALBRIGHT, MADELEINE K; ARAFAT, YASIR; WEST BANK; BETHLEHEM (WEST BANK); ISRAEL; GAZA STRIP; PALESTINE LIBERATION ORGANIZATION; UNITED STATES INTERNATIONAL RELATIONS; PALESTINIANS; ISRAEL-INTERNATIONAL RELATIONS-US; DEMONSTRATIONS AND RIOTS",Israeli Closing of Bethlehem Brings Tensions to a Boil,The New York Times,article,http://www.nytimes.com/1997/08/27/world/israeli-closing-of-bethlehem-brings-tensions-to-a-boil.html,Foreign Desk,World; Washington,"Black smoke billowed from burning tires and the crack of rubber bullets echoed through the streets of Bethlehem today as dozens of Palestinian youths hurled stones at Israeli soldiers to protest Israel's military closing of the town, which has now...","Black smoke billowed from burning tires and the crack of rubber bullets echoed through the streets of Bethlehem today as dozens of Palestinian youths hurled stones at Israeli soldiers to protest Israel's military closing of the town, which has now lasted nearly a month. The clashes reflected rising frustration among Palestinians at Israeli sanctions imposed after the suicide bombing in Jerusalem last month."
1997-08-28T00:00:00Z,WEST BANK; BETHLEHEM (WEST BANK); ISRAEL; JERUSALEM; PALESTINIANS; BOMBS AND EXPLOSIVES; TERRORISM,"To Ease Crisis, Israel Lifts Bar To Bethlehem",The New York Times,article,http://www.nytimes.com/1997/08/28/world/to-ease-crisis-israel-lifts-bar-to-bethlehem.html,Foreign Desk,World; Front Page,"Israel  announced an end to a four-week military blockade of the West Bank city of Bethlehem today, removing a small but important irritant in the Israeli-Palestinian partnership.    The announcement followed several days of ugly clashes in Bethlehem...","Israel announced an end to a four-week military blockade of the West Bank city of Bethlehem today, removing a small but important irritant in the Israeli-Palestinian partnership. The announcement followed several days of ugly clashes in Bethlehem between Israeli forces and Palestinian youths, including one that proved to be a significant embarrassment to Israel, when Palestinian schoolgirls had to be evacuated on Tuesday after Israeli soldiers mistakenly fired tear gas into their schoolyard."
1997-08-29T00:00:00Z,"PLAVSIC, BILJANA; KARADZIC, RADOVAN; BRCKO (BOSNIA); BOSNIA AND HERZEGOVINA; NORTH ATLANTIC TREATY ORGANIZATION; POLITICS AND GOVERNMENT; UNITED STATES ARMAMENT AND DEFENSE",2 G.I.'s Are Hurt Confronting Pro-Karadzic Bosnian Serbs,The New York Times,article,http://www.nytimes.com/1997/08/29/world/2-gi-s-are-hurt-confronting-pro-karadzic-bosnian-serbs.html,Foreign Desk,World; Front Page,"Hundreds of angry Serbs armed with stones, metal bars and firebombs today confronted American peacekeeping troops who were seeking to wrest control of the town's police station from forces loyal to Radovan Karadzic, the wartime Bosnian Serb leader.  ...","Hundreds of angry Serbs armed with stones, metal bars and firebombs today confronted American peacekeeping troops who were seeking to wrest control of the town's police station from forces loyal to Radovan Karadzic, the wartime Bosnian Serb leader. The NATO peacekeeping troops fired warning shots and tear-gas grenades to disperse the crowds and later repelled a mob that had besieged 40 international police officers in their headquarters. Two G.I.'s were slightly hurt, apparently by rocks."
1997-08-31T00:00:00Z,"PLAVSIC, BILJANA; KARADZIC, RADOVAN; BOSNIA AND HERZEGOVINA; NORTH ATLANTIC TREATY ORGANIZATION; CIVIL WAR AND GUERRILLA WARFARE",NATO at Crossroads in Bosnia: Serb Power Struggle Is Seen as 'Defining Moment',The New York Times,article,http://www.nytimes.com/1997/08/31/world/nato-at-crossroads-in-bosnia-serb-power-struggle-is-seen-as-defining-moment.html,Foreign Desk,World,"Earlier this month, NATO intelligence learned that the police in the Bosnian Serb city of Banja Luka who remain loyal to their wartime leader, Radovan Karadzic, had stored large numbers of weapons in preparation for a coup attempt against his...","Earlier this month, NATO intelligence learned that the police in the Bosnian Serb city of Banja Luka who remain loyal to their wartime leader, Radovan Karadzic, had stored large numbers of weapons in preparation for a coup attempt against his successor, Biljana Plavsic, the Bosnian Serb President. The NATO-led forces moved immediately to foil the putsch and protect Ms. Plavsic."
1997-09-07T00:00:00Z,OHIO; MANSFIELD CORRECTIONAL INSTITUTION; PRISONS AND PRISONERS; DEMONSTRATIONS AND RIOTS,Disturbance Is Quelled At Ohio Death-Row Unit,AP,article,http://www.nytimes.com/1997/09/07/us/disturbance-is-quelled-at-ohio-death-row-unit.html,National Desk,None,"The Mansfield Correctional Institution, 60 miles northeast of Columbus, was back under control early this morning after tactical teams quelled an uprising by inmates at a death-row housing unit.    Thirty-seven inmates gathered in a common area of...","The Mansfield Correctional Institution, 60 miles northeast of Columbus, was back under control early this morning after tactical teams quelled an uprising by inmates at a death-row housing unit. Thirty-seven inmates gathered in a common area of one of the prison's four death-row pods after some inmates overpowered three guards around 5 P.M. on Friday and released the other inmates from their cells, said Andrea Dean, a spokeswoman for the state Department of Rehabilitation and Correction."
1997-09-07T00:00:00Z,COMORO ISLANDS; ANJOUAN; POLITICS AND GOVERNMENT; INDEPENDENCE MOVEMENTS AND SECESSION,Indian Ocean Islands Racked by Secession,AP,article,http://www.nytimes.com/1997/09/07/world/indian-ocean-islands-racked-by-secession.html,Foreign Desk,World,"The Government has begun withdrawing troops from Anjouan, one of the four Comoro islands, apparently ending its effort to put down a separatist uprising there after meeting heavy resistance.     The Government troops were dispatched to the island on...","The Government has begun withdrawing troops from Anjouan, one of the four Comoro islands, apparently ending its effort to put down a separatist uprising there after meeting heavy resistance. The Government troops were dispatched to the island on Wednesday, Pierre Yere, of the Organization of African Unity, said on Friday. He said the fighting was very heavy, but neither he nor the Government provided any casualty toll."
1997-09-08T00:00:00Z,KENYA; POLITICS AND GOVERNMENT; CONSTITUTIONS; ELECTIONS; DEMONSTRATIONS AND RIOTS,5 Lawmakers Held as Kenya Blocks a Rally,AP,article,http://www.nytimes.com/1997/09/08/world/5-lawmakers-held-as-kenya-blocks-a-rally.html,Foreign Desk,World,"The police detained opposition legislators today, fired tear gas and closed an open-air market to prevent a rally calling for legal and constitutional reforms before elections this year.     Five opposition lawmakers, all from the Forum for...","The police detained opposition legislators today, fired tear gas and closed an open-air market to prevent a rally calling for legal and constitutional reforms before elections this year. Five opposition lawmakers, all from the Forum for Restoration of Democracy-Kenya, were detained at the local airport and barred from attending the demonstration, which a police spokesman called illegal."
1997-09-27T00:00:00Z,"CLINTON, BILL; RENO, JANET; GORE, AL; UNITED STATES; JUSTICE DEPARTMENT; FINANCES; ETHICS; ELECTIONS; PRESIDENTIAL ELECTION OF 1996","Unhurried, Reno Ponders the Proper Course in a Political Storm",The New York Times,article,http://www.nytimes.com/1997/09/27/us/campaign-finance-attorney-general-unhurried-reno-ponders-proper-course-political.html,National Desk,U.S.,"Attorney General Janet Reno's aides have become accustomed to her laborious style of decision-making. After numbing hours of meetings, she retreats to her fifth-floor Justice Department inner sanctum -- a cozy corner office with a soft couch and easy...","Attorney General Janet Reno's aides have become accustomed to her laborious style of decision-making. After numbing hours of meetings, she retreats to her fifth-floor Justice Department inner sanctum -- a cozy corner office with a soft couch and easy chairs, a cheery stone fireplace (where Bobby Kennedy once grilled hamburgers) and bullet-resistant windows installed during a scare over Colombian hit men. ''She just goes in there and burrows in,'' said a lawyer who has watched the intellectual ritual in the past. It is a process Ms. Reno is about to undertake again as time runs out on making a decision to seek an independent counsel to investigate telephone fund-raising by President Clinton and Vice President Al Gore. ''She reads and reads and reads, calls people up, asks hard questions, has all kinds of fits,'' the lawyer said. ''Sometimes she can be a royal pain.''"
1997-09-29T00:00:00Z,COMOROS ISLANDS; ANJOUAN; FRANCE; POLITICS AND GOVERNMENT; INDEPENDENCE MOVEMENTS AND SECESSION,Mutsamudu Journal; Indian Ocean Island Yearns to Retie Colonial Bond,The New York Times,article,http://www.nytimes.com/1997/09/29/world/mutsamudu-journal-indian-ocean-island-yearns-to-retie-colonial-bond.html,Foreign Desk,World,"The French flag can be seen these days all over the tiny island of Anjouan, flying high above this almost deserted port, fluttering over the market where citizens have so little cash that most exchanges are in barter, and peeping from the shutters...","The French flag can be seen these days all over the tiny island of Anjouan, flying high above this almost deserted port, fluttering over the market where citizens have so little cash that most exchanges are in barter, and peeping from the shutters and rooftops of crumbling stucco homes. Not long ago, the green-and-white crescent moon and stars of the Comoros hung on these flagpoles."
